index,trip_count,precipi,pressurei,hum,tempi,dewpti,visi,wspdi,latitude,longitude,hour_6,hour_9,hour_12,hour_15,day_0,day_1,day_2,day_3,day_4,day_5,day_6,weekend_day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,holiday,days_since_first_date,station_id
5/11/15 15:00,6,0.003333333,29.77666667,70.66666667,68.66666667,58.36666667,9.666666667,18.8,41.872293,-87.624091,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,683,2
5/12/15 6:00,2,0,29.99333333,61.66666667,50.36666667,37.6,10,23.03333333,41.872293,-87.624091,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,684,2
5/12/15 9:00,0,0,30.07,60.33333333,51.7,38.26666667,10,17.66666667,41.872293,-87.624091,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,684,2
5/12/15 12:00,4,0,30.14333333,59.66666667,54.03333333,40.26666667,10,19.2,41.872293,-87.624091,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,684,2
5/12/15 15:00,12,0,30.17333333,51.66666667,56.33333333,38.63333333,10,14.6,41.872293,-87.624091,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,684,2
5/13/15 6:00,0,0,30.45666667,60,47.63333333,34.36666667,10,14.96666667,41.872293,-87.624091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,685,2
5/13/15 9:00,3,0,30.50666667,59.33333333,49.63333333,35.9,10,12.7,41.872293,-87.624091,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,685,2
5/13/15 12:00,5,0,30.47333333,54.66666667,51.7,35.73333333,10,13.06666667,41.872293,-87.624091,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,685,2
5/13/15 15:00,13,0,30.43,51.66666667,52.73333333,35.4,10,8.466666667,41.872293,-87.624091,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,685,2
5/14/15 6:00,0,0,30.37333333,64.66666667,54.1,42.33333333,10,10,41.872293,-87.624091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,686,2
5/14/15 9:00,10,0,30.32666667,50,62.13333333,43.23333333,10,13.03333333,41.872293,-87.624091,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,686,2
5/14/15 12:00,2,0,30.23,45.66666667,65.63333333,44.1,10,11.53333333,41.872293,-87.624091,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,686,2
5/14/15 15:00,6,0,30.14,44,67.26666667,44.7,10,13.83333333,41.872293,-87.624091,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,686,2
5/15/15 6:00,0,0,29.97333333,82,64.76666667,59,10,10.76666667,41.872293,-87.624091,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,687,2
5/15/15 9:00,14,0,29.98666667,73.66666667,71,62.33333333,10,12.3,41.872293,-87.624091,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,687,2
5/15/15 12:00,18,0,29.96333333,66,76.26666667,63.96666667,10,14.2,41.872293,-87.624091,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,687,2
5/15/15 15:00,46,0,29.93666667,55.33333333,78.03333333,60.76666667,10,14.6,41.872293,-87.624091,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,687,2
5/16/15 6:00,5,0,30.01666667,85,68.66666667,64,10,7.3,41.872293,-87.624091,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,688,2
5/16/15 9:00,16,0,30.01666667,80.33333333,72.2,65.76666667,10,7.3,41.872293,-87.624091,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,688,2
5/16/15 12:00,33,0,30.00333333,73.66666667,76.7,67.63333333,10,9.2,41.872293,-87.624091,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,688,2
5/16/15 15:00,47,0,29.95,64.33333333,80.4,67.26666667,10,9.966666667,41.872293,-87.624091,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,688,2
5/17/15 6:00,5,0,29.97333333,89,70,66.66666667,4,11.9,41.872293,-87.624091,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,689,2
5/17/15 9:00,10,0,29.92666667,80,74.66666667,68,9,14.23333333,41.872293,-87.624091,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,689,2
5/17/15 12:00,8,0,29.87333333,66.66666667,80.36666667,68.36666667,10,21.1,41.872293,-87.624091,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,689,2
5/17/15 15:00,35,0,29.83,56.33333333,82.96666667,65.96666667,10,18.03333333,41.872293,-87.624091,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,689,2
5/18/15 6:00,2,0,29.95,79.66666667,71.7,64.9,10,11.53333333,41.872293,-87.624091,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,690,2
5/18/15 9:00,9,0,29.97666667,63,77.43333333,63.8,10,16.9,41.872293,-87.624091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,690,2
5/18/15 12:00,15,0,29.97333333,43.66666667,79.73333333,55.7,10,20.33333333,41.872293,-87.624091,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,690,2
5/18/15 15:00,33,0,30.01,37.33333333,73.7,46.1,10,21.46666667,41.872293,-87.624091,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,690,2
5/19/15 6:00,0,0,30.19,63,48.9,36.66666667,10,10.4,41.872293,-87.624091,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,691,2
5/19/15 9:00,5,0,30.22333333,59,51.7,37.6,10,10.36666667,41.872293,-87.624091,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,691,2
5/19/15 12:00,18,0,30.23666667,59.66666667,52.06666667,38.26666667,10,12.3,41.872293,-87.624091,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,691,2
5/19/15 15:00,11,0,30.23333333,64.66666667,48.66666667,37.1,10,9.6,41.872293,-87.624091,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,691,2
5/20/15 6:00,0,0,30.26,60,46.63333333,33.4,10,10.73333333,41.872293,-87.624091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,692,2
5/20/15 9:00,17,0,30.24666667,42.33333333,49.4,27.1,10,13.03333333,41.872293,-87.624091,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,692,2
5/20/15 12:00,11,0,30.22666667,38.33333333,49.26666667,24.76666667,10,11.93333333,41.872293,-87.624091,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,692,2
5/20/15 15:00,4,0.003333333,30.17666667,61,46.33333333,32.73333333,10,12.7,41.872293,-87.624091,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,692,2
5/21/15 6:00,0,0,30.12666667,69.33333333,48.96666667,39.3,10,9.6,41.872293,-87.624091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,693,2
5/21/15 9:00,11,0,30.09333333,54.33333333,56.96666667,40.03333333,10,10,41.872293,-87.624091,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,693,2
5/21/15 12:00,34,0,30.05,32.33333333,66,35.36666667,10,14.6,41.872293,-87.624091,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,693,2
5/21/15 15:00,30,0,30.03333333,27.66666667,69.1,34.36666667,10,9.633333333,41.872293,-87.624091,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,693,2
5/22/15 6:00,0,0,30.15666667,61,56.66666667,43.36666667,10,6.933333333,41.872293,-87.624091,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,694,2
5/22/15 9:00,7,0,30.21333333,44,63.33333333,40.7,10,9.233333333,41.872293,-87.624091,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,694,2
5/22/15 12:00,10,0,30.23333333,25.33333333,67.26666667,30.66666667,10,9.966666667,41.872293,-87.624091,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,694,2
5/22/15 15:00,30,0,30.26,28,61.93333333,27.66666667,10,13.43333333,41.872293,-87.624091,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,694,2
5/23/15 6:00,3,0,30.34333333,37.33333333,61.93333333,35.4,10,6.933333333,41.872293,-87.624091,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,695,2
5/23/15 9:00,40,0,30.31333333,29.66666667,73.7,40,10,11.9,41.872293,-87.624091,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,695,2
5/23/15 12:00,53,0,30.26,26.33333333,80.03333333,42.4,10,8.066666667,41.872293,-87.624091,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,695,2
5/23/15 15:00,91,0,30.19333333,24,81,40.63333333,10,9.6,41.872293,-87.624091,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,695,2
5/24/15 6:00,9,0.013333333,30.16333333,71,63.66666667,54,10,5.766666667,41.872293,-87.624091,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,696,2
5/24/15 9:00,33,0,30.12,56.33333333,70.93333333,54.33333333,10,8.066666667,41.872293,-87.624091,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,696,2
5/24/15 12:00,29,0,30.04,52.33333333,73.9,55.3,10,9.233333333,41.872293,-87.624091,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,696,2
5/24/15 15:00,8,0.113333333,29.96666667,80,67.26666667,60.66666667,7.333333333,7.3,41.872293,-87.624091,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,696,2
5/25/15 6:00,3,0,29.84,75,73.33333333,64.9,10,14.6,41.872293,-87.624091,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,697,2
5/25/15 9:00,7,0.016666667,29.86666667,80.66666667,71.76666667,65.4,9,17.66666667,41.872293,-87.624091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,697,2
5/25/15 12:00,32,0.003333333,29.89,68.33333333,75.66666667,64.3,10,18.03333333,41.872293,-87.624091,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,697,2
5/25/15 15:00,71,0,29.89333333,53,79.66666667,61.06666667,10,15.36666667,41.872293,-87.624091,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,697,2
5/26/15 6:00,0,0,29.91666667,81.33333333,71.36666667,65.26666667,10,10.76666667,41.872293,-87.624091,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,698,2
5/26/15 9:00,9,0,29.82666667,74.33333333,74.56666667,66,10,13.43333333,41.872293,-87.624091,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,698,2
5/26/15 12:00,1,0.036666667,29.78666667,77,74.26666667,66.66666667,6.933333333,15.33333333,41.872293,-87.624091,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,698,2
5/26/15 15:00,1,0.003333333,29.74333333,67,75.96666667,64.33333333,10,18.03333333,41.872293,-87.624091,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,698,2
5/27/15 6:00,1,0,29.91333333,76.33333333,69.4,61.73333333,10,17.26666667,41.872293,-87.624091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,699,2
5/27/15 9:00,0,0,29.95,61.33333333,72.66666667,58.63333333,10,20.73333333,41.872293,-87.624091,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,699,2
5/27/15 12:00,0,0.02,29.97,66.66666667,71.56666667,59.66666667,8.666666667,13.83333333,41.872293,-87.624091,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,699,2
5/27/15 15:00,13,0,30.01,54.33333333,73.43333333,56.1,10,11.9,41.872293,-87.624091,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,699,2
5/28/15 6:00,2,0,30.18,68,68.3,57,10,2.3,41.872293,-87.624091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,700,2
5/28/15 9:00,5,0,30.18333333,46.33333333,78.63333333,56.26666667,10,7.666666667,41.872293,-87.624091,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,700,2
5/28/15 12:00,22,0,30.13333333,42.66666667,82.26666667,57.6,10,12.66666667,41.872293,-87.624091,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,700,2
5/28/15 15:00,57,0,30.09666667,38,82.1,54.16666667,10,12.3,41.872293,-87.624091,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,700,2
5/29/15 6:00,0,0,30.01,71.66666667,75.36666667,65.63333333,9.333333333,9.2,41.872293,-87.624091,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,701,2
5/29/15 9:00,6,0.043333333,30.00333333,66.66666667,78.03333333,65.56666667,8,13.83333333,41.872293,-87.624091,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,701,2
5/29/15 12:00,3,0.013333333,29.95333333,66.66666667,80.2,68,10,12.3,41.872293,-87.624091,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,701,2
5/29/15 15:00,29,0.003333333,29.87666667,56.66666667,82.3,65.56666667,10,15.33333333,41.872293,-87.624091,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,701,2
5/30/15 6:00,1,0.02,29.94666667,88,70.36666667,66.6,8.666666667,5,41.872293,-87.624091,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,702,2
5/30/15 9:00,5,0.01,29.98666667,85,67.36666667,62.56666667,7.666666667,7.3,41.872293,-87.624091,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,702,2
5/30/15 12:00,1,0.013333333,30.02666667,91.66666667,52.23333333,49.86666667,4.333333333,20.33333333,41.872293,-87.624091,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,702,2
5/30/15 15:00,0,0.063333333,30.05666667,90.33333333,50.36666667,47.63333333,3.266666667,18.8,41.872293,-87.624091,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,702,2
5/31/15 6:00,0,0.006666667,30.16333333,93,45.96666667,44.03333333,1.933333333,15.36666667,41.872293,-87.624091,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,703,2
5/31/15 9:00,7,0,30.18333333,84,49.33333333,44.7,7.666666667,14.23333333,41.872293,-87.624091,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,703,2
5/31/15 12:00,7,0,30.19333333,62.66666667,54.96666667,42.4,10,19.96666667,41.872293,-87.624091,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,703,2
5/31/15 15:00,8,0,30.19,56.33333333,54.63333333,39.3,10,16.13333333,41.872293,-87.624091,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,703,2
6/1/15 6:00,1,0,30.24666667,80,51.03333333,45.03333333,10,10,41.872293,-87.624091,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,704,2
6/1/15 9:00,0,0,30.25333333,74,54.33333333,46,10,9.6,41.872293,-87.624091,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,704,2
6/1/15 12:00,16,0,30.22666667,56.33333333,59.66666667,44.03333333,10,14.96666667,41.872293,-87.624091,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,704,2
6/1/15 15:00,13,0,30.20333333,48.66666667,61,41.3,10,13.43333333,41.872293,-87.624091,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,704,2
6/2/15 6:00,2,0,30.21,70,56,46.33333333,10,0,41.872293,-87.624091,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,705,2
